vid,nid,delta,field_event_start_date_value,field_event_start_date_value2,field_event_start_date_rrule
20941,11679,30,2015-07-24T17:00:00,2015-07-25T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,31,2015-07-25T17:00:00,2015-07-26T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,32,2015-07-27T17:00:00,2015-07-28T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,33,2015-07-28T17:00:00,2015-07-29T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,34,2015-07-29T17:00:00,2015-07-30T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,35,2015-07-30T17:00:00,2015-07-31T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,36,2015-07-31T17:00:00,2015-08-01T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,37,2015-08-01T17:00:00,2015-08-02T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,38,2015-08-03T17:00:00,2015-08-04T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,39,2015-08-04T17:00:00,2015-08-05T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,40,2015-08-05T17:00:00,2015-08-06T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,41,2015-08-06T17:00:00,2015-08-07T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,42,2015-08-07T17:00:00,2015-08-08T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,43,2015-08-08T17:00:00,2015-08-09T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,44,2015-08-10T17:00:00,2015-08-11T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,45,2015-08-11T17:00:00,2015-08-12T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,46,2015-08-12T17:00:00,2015-08-13T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,47,2015-08-13T17:00:00,2015-08-14T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,48,2015-08-14T17:00:00,2015-08-15T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,49,2015-08-15T17:00:00,2015-08-16T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,50,2015-08-17T17:00:00,2015-08-18T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,51,2015-08-18T17:00:00,2015-08-19T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,52,2015-08-19T17:00:00,2015-08-20T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,53,2015-08-20T17:00:00,2015-08-21T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,54,2015-08-21T17:00:00,2015-08-22T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20941,11679,55,2015-08-22T17:00:00,2015-08-23T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20942,11680,0,2015-07-12T21:00:00,2015-07-12T21:00:00,NULL
20943,11681,0,2015-06-17T23:00:00,2015-06-18T02:00:00,NULL
20944,11335,0,2015-06-27T17:00:00,2015-06-29T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150629T065959Z;WKST=SU
20944,11335,1,2015-06-28T17:00:00,2015-06-30T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150629T065959Z;WKST=SU
20945,11625,0,2015-07-04T19:00:00,2015-07-05T02:00:00,NULL
20947,11679,0,2015-06-19T17:00:00,2015-06-20T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,1,2015-06-20T17:00:00,2015-06-21T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,2,2015-06-22T17:00:00,2015-06-23T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,3,2015-06-23T17:00:00,2015-06-24T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,4,2015-06-24T17:00:00,2015-06-25T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,5,2015-06-25T17:00:00,2015-06-26T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,6,2015-06-26T17:00:00,2015-06-27T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,7,2015-06-27T17:00:00,2015-06-28T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,8,2015-06-29T17:00:00,2015-06-30T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,9,2015-06-30T17:00:00,2015-07-01T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,10,2015-07-01T17:00:00,2015-07-02T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,11,2015-07-02T17:00:00,2015-07-03T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,12,2015-07-03T17:00:00,2015-07-04T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,13,2015-07-04T17:00:00,2015-07-05T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,14,2015-07-06T17:00:00,2015-07-07T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,15,2015-07-07T17:00:00,2015-07-08T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,16,2015-07-08T17:00:00,2015-07-09T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,17,2015-07-09T17:00:00,2015-07-10T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,18,2015-07-10T17:00:00,2015-07-11T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,19,2015-07-11T17:00:00,2015-07-12T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,20,2015-07-13T17:00:00,2015-07-14T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,21,2015-07-14T17:00:00,2015-07-15T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,22,2015-07-15T17:00:00,2015-07-16T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,23,2015-07-16T17:00:00,2015-07-17T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,24,2015-07-17T17:00:00,2015-07-18T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,25,2015-07-18T17:00:00,2015-07-19T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,26,2015-07-20T17:00:00,2015-07-21T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,27,2015-07-21T17:00:00,2015-07-22T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,28,2015-07-22T17:00:00,2015-07-23T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,29,2015-07-23T17:00:00,2015-07-24T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,30,2015-07-24T17:00:00,2015-07-25T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,31,2015-07-25T17:00:00,2015-07-26T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,32,2015-07-27T17:00:00,2015-07-28T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,33,2015-07-28T17:00:00,2015-07-29T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,34,2015-07-29T17:00:00,2015-07-30T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,35,2015-07-30T17:00:00,2015-07-31T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,36,2015-07-31T17:00:00,2015-08-01T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,37,2015-08-01T17:00:00,2015-08-02T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,38,2015-08-03T17:00:00,2015-08-04T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,39,2015-08-04T17:00:00,2015-08-05T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,40,2015-08-05T17:00:00,2015-08-06T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,41,2015-08-06T17:00:00,2015-08-07T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,42,2015-08-07T17:00:00,2015-08-08T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,43,2015-08-08T17:00:00,2015-08-09T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,44,2015-08-10T17:00:00,2015-08-11T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,45,2015-08-11T17:00:00,2015-08-12T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,46,2015-08-12T17:00:00,2015-08-13T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,47,2015-08-13T17:00:00,2015-08-14T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,48,2015-08-14T17:00:00,2015-08-15T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,49,2015-08-15T17:00:00,2015-08-16T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,50,2015-08-17T17:00:00,2015-08-18T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,51,2015-08-18T17:00:00,2015-08-19T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,52,2015-08-19T17:00:00,2015-08-20T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,53,2015-08-20T17:00:00,2015-08-21T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,54,2015-08-21T17:00:00,2015-08-22T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20947,11679,55,2015-08-22T17:00:00,2015-08-23T00:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=MO,TU,WE,TH,FR,SA;UNTIL=20150823T065959Z;WKST=SU"
20948,10972,0,2015-09-24T22:00:00,2015-09-25T02:00:00,NULL
20950,11672,0,2015-06-30T17:00:00,2015-07-01T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,1,2015-07-01T17:00:00,2015-07-02T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,2,2015-07-02T17:00:00,2015-07-03T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,3,2015-07-03T17:00:00,2015-07-04T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,4,2015-07-04T17:00:00,2015-07-05T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,5,2015-07-07T17:00:00,2015-07-08T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,6,2015-07-08T17:00:00,2015-07-09T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,7,2015-07-09T17:00:00,2015-07-10T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,8,2015-07-10T17:00:00,2015-07-11T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,9,2015-07-11T17:00:00,2015-07-12T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,10,2015-07-14T17:00:00,2015-07-15T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,11,2015-07-15T17:00:00,2015-07-16T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,12,2015-07-16T17:00:00,2015-07-17T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,13,2015-07-17T17:00:00,2015-07-18T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,14,2015-07-18T17:00:00,2015-07-19T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,15,2015-07-21T17:00:00,2015-07-22T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,16,2015-07-22T17:00:00,2015-07-23T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,17,2015-07-23T17:00:00,2015-07-24T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,18,2015-07-24T17:00:00,2015-07-25T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,19,2015-07-25T17:00:00,2015-07-26T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,20,2015-07-28T17:00:00,2015-07-29T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,21,2015-07-29T17:00:00,2015-07-30T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,22,2015-07-30T17:00:00,2015-07-31T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,23,2015-07-31T17:00:00,2015-08-01T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20950,11672,24,2015-08-01T17:00:00,2015-08-02T01:00:00,"RRULE:FREQ=DAILY;INTERVAL=1;BYDAY=TU,WE,TH,FR,SA;UNTIL=20150802T065959Z;WKST=SU"
20951,11489,0,2015-08-30T00:30:00,2015-08-30T00:30:00,NULL
20952,11488,0,2015-07-19T01:00:00,2015-07-19T01:00:00,NULL
20953,11490,0,2015-08-02T01:00:00,2015-08-02T01:00:00,NULL
20954,11634,0,2015-08-16T00:00:00,2015-08-16T03:00:00,NULL
20955,11635,0,2015-08-08T01:30:00,2015-08-08T01:30:00,NULL
20956,11635,0,2015-08-08T01:30:00,2015-08-08T01:30:00,NULL
20957,11684,0,2015-07-11T17:00:00,2015-07-12T23:00:00,NULL
20958,11685,0,2015-07-13T21:00:00,2015-08-08T01:00:00,NULL
20959,11686,0,2015-07-18T01:00:00,2015-07-18T01:00:00,NULL
20960,11687,0,2015-07-09T01:00:00,2015-07-09T03:00:00,NULL
20961,11688,0,2015-07-11T01:00:00,2015-07-11T04:00:00,NULL
20962,11689,0,2015-07-17T01:00:00,2015-07-17T04:00:00,NULL
20963,11690,0,2015-07-04T23:00:00,2015-07-05T01:00:00,NULL
20964,11690,0,2015-07-04T23:00:00,2015-07-05T01:00:00,NULL
20965,11691,0,2015-07-25T14:00:00,2015-07-27T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150803T065959Z;WKST=SU
20965,11691,1,2015-08-01T14:00:00,2015-08-03T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150803T065959Z;WKST=SU
20966,11692,0,2015-06-24T23:00:00,2015-06-25T02:00:00,NULL
20967,11692,0,2015-06-24T23:00:00,2015-06-25T02:00:00,NULL
20968,11693,0,2015-07-01T23:00:00,2015-07-02T02:00:00,NULL
20969,11694,0,2015-07-08T23:00:00,2015-07-09T02:00:00,NULL
20970,11695,0,2015-07-15T23:00:00,2015-07-16T02:00:00,NULL
20972,11167,0,2015-05-26T23:00:00,2015-05-27T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,1,2015-06-02T23:00:00,2015-06-03T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,2,2015-06-09T23:00:00,2015-06-10T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,3,2015-06-16T23:00:00,2015-06-17T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,4,2015-06-23T23:00:00,2015-06-24T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,5,2015-06-30T23:00:00,2015-07-01T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,6,2015-07-07T23:00:00,2015-07-08T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,7,2015-07-14T23:00:00,2015-07-15T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,8,2015-07-21T23:00:00,2015-07-22T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,9,2015-07-28T23:00:00,2015-07-29T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,10,2015-08-04T23:00:00,2015-08-05T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,11,2015-08-11T23:00:00,2015-08-12T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,12,2015-08-18T23:00:00,2015-08-19T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,13,2015-08-25T23:00:00,2015-08-26T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,14,2015-09-01T23:00:00,2015-09-02T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,15,2015-09-08T23:00:00,2015-09-09T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,16,2015-09-15T23:00:00,2015-09-16T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
20972,11167,17,2015-09-22T23:00:00,2015-09-23T03:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150929T065959Z;WKST=SU
