vid,nid,delta,field_event_start_date_value,field_event_start_date_value2,field_event_start_date_rrule
20305,11283,52,2015-06-06T17:00:00,2015-06-07T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20305,11283,53,2015-06-07T17:00:00,2015-06-08T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,0,2015-04-15T17:00:00,2015-04-16T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,1,2015-04-16T17:00:00,2015-04-17T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,2,2015-04-17T17:00:00,2015-04-18T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,3,2015-04-18T17:00:00,2015-04-19T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,4,2015-04-19T17:00:00,2015-04-20T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,5,2015-04-20T17:00:00,2015-04-21T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,6,2015-04-21T17:00:00,2015-04-22T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,7,2015-04-22T17:00:00,2015-04-23T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,8,2015-04-23T17:00:00,2015-04-24T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,9,2015-04-24T17:00:00,2015-04-25T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,10,2015-04-25T17:00:00,2015-04-26T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,11,2015-04-26T17:00:00,2015-04-27T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,12,2015-04-27T17:00:00,2015-04-28T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,13,2015-04-28T17:00:00,2015-04-29T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,14,2015-04-29T17:00:00,2015-04-30T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,15,2015-04-30T17:00:00,2015-05-01T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,16,2015-05-01T17:00:00,2015-05-02T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,17,2015-05-02T17:00:00,2015-05-03T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,18,2015-05-03T17:00:00,2015-05-04T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,19,2015-05-04T17:00:00,2015-05-05T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,20,2015-05-05T17:00:00,2015-05-06T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,21,2015-05-06T17:00:00,2015-05-07T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,22,2015-05-07T17:00:00,2015-05-08T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,23,2015-05-08T17:00:00,2015-05-09T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,24,2015-05-09T17:00:00,2015-05-10T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,25,2015-05-10T17:00:00,2015-05-11T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,26,2015-05-11T17:00:00,2015-05-12T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,27,2015-05-12T17:00:00,2015-05-13T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,28,2015-05-13T17:00:00,2015-05-14T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,29,2015-05-14T17:00:00,2015-05-15T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,30,2015-05-15T17:00:00,2015-05-16T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,31,2015-05-16T17:00:00,2015-05-17T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,32,2015-05-17T17:00:00,2015-05-18T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,33,2015-05-18T17:00:00,2015-05-19T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,34,2015-05-19T17:00:00,2015-05-20T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,35,2015-05-20T17:00:00,2015-05-21T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,36,2015-05-21T17:00:00,2015-05-22T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,37,2015-05-22T17:00:00,2015-05-23T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,38,2015-05-23T17:00:00,2015-05-24T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,39,2015-05-24T17:00:00,2015-05-25T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,40,2015-05-25T17:00:00,2015-05-26T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,41,2015-05-26T17:00:00,2015-05-27T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,42,2015-05-27T17:00:00,2015-05-28T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,43,2015-05-28T17:00:00,2015-05-29T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,44,2015-05-29T17:00:00,2015-05-30T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,45,2015-05-30T17:00:00,2015-05-31T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,46,2015-05-31T17:00:00,2015-06-01T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,47,2015-06-01T17:00:00,2015-06-02T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,48,2015-06-02T17:00:00,2015-06-03T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,49,2015-06-03T17:00:00,2015-06-04T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,50,2015-06-04T17:00:00,2015-06-05T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,51,2015-06-05T17:00:00,2015-06-06T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,52,2015-06-06T17:00:00,2015-06-07T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20306,11283,53,2015-06-07T17:00:00,2015-06-08T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150608T065959Z;WKST=SU
20307,11284,0,2015-07-09T02:00:00,2015-07-09T02:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150723T065959Z;WKST=SU
20307,11284,1,2015-07-16T02:00:00,2015-07-16T02:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150723T065959Z;WKST=SU
20307,11284,2,2015-07-23T02:00:00,2015-07-23T02:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150723T065959Z;WKST=SU
20313,11290,0,2015-05-28T18:00:00,2015-05-28T20:00:00,NULL
20315,11290,0,2015-05-28T18:00:00,2015-05-28T20:00:00,NULL
20316,8953,0,2015-04-18T17:00:00,2015-04-18T23:00:00,NULL
20328,11300,0,2015-04-25T15:30:00,2015-04-26T00:00:00,NULL
20334,11305,0,2015-05-16T17:00:00,2015-05-16T17:00:00,NULL
20367,11332,0,2015-09-17T18:00:00,2015-09-20T18:00:00,NULL
20368,11333,0,2015-12-02T01:30:00,2015-12-02T03:00:00,NULL
20369,11334,0,2015-12-02T18:00:00,2015-12-23T22:00:00,NULL
20370,11335,0,2015-06-27T17:00:00,2015-06-29T00:00:00,NULL
20371,11335,0,2015-06-27T17:00:00,2015-06-28T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150629T065959Z;WKST=SU
20371,11335,1,2015-06-28T17:00:00,2015-06-29T00:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150629T065959Z;WKST=SU
20372,11336,0,2015-06-21T18:00:00,2015-06-22T00:00:00,NULL
20373,11337,0,2015-08-07T18:00:00,2015-08-07T18:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150810T065959Z;WKST=SU
20373,11337,1,2015-08-08T18:00:00,2015-08-08T18:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150810T065959Z;WKST=SU
20373,11337,2,2015-08-09T18:00:00,2015-08-09T18:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150810T065959Z;WKST=SU
20374,11338,0,2015-12-05T02:00:00,2015-12-05T03:30:00,NULL
20376,11340,0,2015-08-28T17:00:00,2015-08-29T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,1,2015-08-29T17:00:00,2015-08-30T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,2,2015-08-30T17:00:00,2015-08-31T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,3,2015-08-31T17:00:00,2015-09-01T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,4,2015-09-01T17:00:00,2015-09-02T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,5,2015-09-02T17:00:00,2015-09-03T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,6,2015-09-03T17:00:00,2015-09-04T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,7,2015-09-04T17:00:00,2015-09-05T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,8,2015-09-05T17:00:00,2015-09-06T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,9,2015-09-06T17:00:00,2015-09-07T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20376,11340,10,2015-09-07T17:00:00,2015-09-08T04:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
20377,11341,0,2015-11-21T18:00:00,2015-11-22T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151123T075959Z;WKST=SU
20377,11341,1,2015-11-22T18:00:00,2015-11-23T01:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20151123T075959Z;WKST=SU
20378,11342,0,2015-12-12T18:00:00,2015-12-14T01:00:00,NULL
20379,11343,0,2015-07-04T01:00:00,2015-07-04T06:00:00,NULL
20380,11344,0,2015-07-11T02:00:00,2015-07-11T05:00:00,NULL
20381,11345,0,2015-07-10T02:00:00,2015-07-10T02:00:00,NULL
20382,11346,0,2015-07-17T02:00:00,2015-07-17T02:00:00,NULL
20383,11347,0,2015-07-24T02:00:00,2015-07-24T02:00:00,NULL
20384,11348,0,2015-07-31T02:00:00,2015-07-31T02:00:00,NULL
20385,11348,0,2015-07-31T02:00:00,2015-07-31T02:00:00,NULL
20386,11347,0,2015-07-24T02:00:00,2015-07-24T02:00:00,NULL
20387,11349,0,2015-08-07T02:00:00,2015-08-07T02:00:00,NULL
20388,11349,0,2015-08-07T02:00:00,2015-08-07T02:00:00,NULL
20389,11350,0,2015-08-14T02:00:00,2015-08-14T02:00:00,NULL
20390,11351,0,2015-08-21T02:00:00,2015-08-21T02:00:00,NULL
20391,11352,0,2015-08-28T02:00:00,2015-08-28T02:00:00,NULL
20392,11353,0,2015-08-06T02:00:00,2015-08-06T02:00:00,NULL
20393,11353,0,2015-08-06T02:00:00,2015-08-06T02:00:00,NULL
20394,11354,0,2015-08-13T02:00:00,2015-08-13T04:00:00,NULL
20395,11355,0,2015-08-20T02:00:00,2015-08-20T04:00:00,NULL
20396,11356,0,2015-08-27T02:00:00,2015-08-27T04:00:00,NULL
20397,11357,0,2015-09-03T02:00:00,2015-09-03T04:00:00,NULL
20398,11358,0,2015-09-10T02:00:00,2015-09-10T04:00:00,NULL
20399,11359,0,2015-10-25T01:00:00,2015-10-25T06:00:00,NULL
20406,11365,0,2015-07-01T18:00:00,2015-07-05T06:59:00,NULL
20407,11365,0,2015-07-01T18:00:00,2015-07-02T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20407,11365,1,2015-07-02T18:00:00,2015-07-03T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20407,11365,2,2015-07-03T18:00:00,2015-07-04T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20407,11365,3,2015-07-04T18:00:00,2015-07-05T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20408,11365,0,2015-07-01T18:00:00,2015-07-02T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20408,11365,1,2015-07-02T18:00:00,2015-07-03T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20408,11365,2,2015-07-03T18:00:00,2015-07-04T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20408,11365,3,2015-07-04T18:00:00,2015-07-05T06:59:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150705T065959Z;WKST=SU
20409,11366,0,2015-06-30T23:00:00,2015-07-01T06:59:00,NULL
20415,11372,0,2015-04-23T17:00:00,2015-04-23T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150426T065959Z;WKST=SU
20415,11372,1,2015-04-24T17:00:00,2015-04-24T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150426T065959Z;WKST=SU
20415,11372,2,2015-04-25T17:00:00,2015-04-25T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150426T065959Z;WKST=SU
20456,11385,0,2015-05-08T17:00:00,2015-05-08T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20456,11385,1,2015-05-15T17:00:00,2015-05-15T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20456,11385,2,2015-05-22T17:00:00,2015-05-22T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20456,11385,3,2015-05-29T17:00:00,2015-05-29T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20456,11385,4,2015-06-05T17:00:00,2015-06-05T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20456,11385,5,2015-06-12T17:00:00,2015-06-12T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20456,11385,6,2015-06-19T17:00:00,2015-06-19T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20456,11385,7,2015-06-26T17:00:00,2015-06-26T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,0,2015-05-08T17:00:00,2015-05-08T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,1,2015-05-15T17:00:00,2015-05-15T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,2,2015-05-22T17:00:00,2015-05-22T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,3,2015-05-29T17:00:00,2015-05-29T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,4,2015-06-05T17:00:00,2015-06-05T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,5,2015-06-12T17:00:00,2015-06-12T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,6,2015-06-19T17:00:00,2015-06-19T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20476,11401,7,2015-06-26T17:00:00,2015-06-26T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,0,2015-05-08T17:00:00,2015-05-08T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,1,2015-05-15T17:00:00,2015-05-15T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,2,2015-05-22T17:00:00,2015-05-22T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,3,2015-05-29T17:00:00,2015-05-29T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,4,2015-06-05T17:00:00,2015-06-05T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,5,2015-06-12T17:00:00,2015-06-12T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,6,2015-06-19T17:00:00,2015-06-19T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20477,11402,7,2015-06-26T17:00:00,2015-06-26T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20484,11408,0,2015-06-26T15:00:00,2015-06-28T15:00:00,NULL
20485,11408,0,2015-06-26T15:00:00,2015-06-28T15:00:00,NULL
20486,11409,0,2015-07-23T18:00:00,2015-07-26T18:00:00,NULL
20487,11409,0,2015-07-04T18:00:00,2015-07-04T18:00:00,NULL
20488,11410,0,2015-07-23T18:00:00,2015-07-26T18:00:00,NULL
20489,11410,0,2015-07-23T18:00:00,2015-07-26T18:00:00,NULL
20493,11411,0,2015-07-10T01:30:00,2015-07-10T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20493,11411,1,2015-07-17T01:30:00,2015-07-17T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20493,11411,2,2015-07-24T01:30:00,2015-07-24T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20493,11411,3,2015-07-31T01:30:00,2015-07-31T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20493,11411,4,2015-08-07T01:30:00,2015-08-07T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20493,11411,5,2015-08-14T01:30:00,2015-08-14T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20493,11411,6,2015-08-21T01:30:00,2015-08-21T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20493,11411,7,2015-08-28T01:30:00,2015-08-28T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
20495,11413,0,2015-12-05T01:00:00,2015-12-05T04:00:00,NULL
20496,11414,0,2015-07-09T19:00:00,2015-07-12T19:00:00,NULL
20497,11415,0,2015-05-01T18:43:00,2015-05-01T18:43:00,NULL
20498,11416,0,2015-08-15T14:30:00,2015-08-15T18:30:00,NULL
20528,11426,0,2015-05-09T17:00:00,2015-05-09T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,1,2015-05-16T17:00:00,2015-05-16T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,2,2015-05-23T17:00:00,2015-05-23T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,3,2015-05-30T17:00:00,2015-05-30T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,4,2015-06-06T17:00:00,2015-06-06T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,5,2015-06-13T17:00:00,2015-06-13T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,6,2015-06-20T17:00:00,2015-06-20T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,7,2015-06-27T17:00:00,2015-06-27T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,8,2015-07-04T17:00:00,2015-07-04T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,9,2015-07-11T17:00:00,2015-07-11T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20528,11426,10,2015-07-18T17:00:00,2015-07-18T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20535,11433,0,2015-05-16T16:00:00,2015-05-17T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20535,11433,1,2015-05-23T16:00:00,2015-05-24T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20535,11433,2,2015-05-30T16:00:00,2015-05-31T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20535,11433,3,2015-06-06T16:00:00,2015-06-07T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20535,11433,4,2015-06-13T16:00:00,2015-06-14T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20535,11433,5,2015-06-20T16:00:00,2015-06-21T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20535,11433,6,2015-06-27T16:00:00,2015-06-28T01:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20536,11433,0,2015-05-16T17:00:00,2015-05-17T00:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20536,11433,1,2015-05-23T17:00:00,2015-05-24T00:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20536,11433,2,2015-05-30T17:00:00,2015-05-31T00:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20536,11433,3,2015-06-06T17:00:00,2015-06-07T00:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20536,11433,4,2015-06-13T17:00:00,2015-06-14T00:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20536,11433,5,2015-06-20T17:00:00,2015-06-21T00:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20536,11433,6,2015-06-27T17:00:00,2015-06-28T00:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150628T065959Z;WKST=SU
20548,11415,0,2015-07-17T17:00:00,2015-07-20T02:00:00,NULL
20552,11442,0,2015-07-24T01:00:00,2015-07-24T04:00:00,NULL
20553,11443,0,2015-05-09T17:00:00,2015-05-09T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150719T065959Z;WKST=SU
20553,11443,1,2015-05-16T17:00:00,2015-05-16T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150719T065959Z;WKST=SU
20553,11443,2,2015-05-23T17:00:00,2015-05-23T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150719T065959Z;WKST=SU
20553,11443,3,2015-05-30T17:00:00,2015-05-30T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150719T065959Z;WKST=SU
20553,11443,4,2015-06-06T17:00:00,2015-06-06T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150719T065959Z;WKST=SU
